CLAVE_MUNICIPIO,MUNICIPIO,CLAVE_ENTIDAD,ENTIDAD_FEDERATIVA,Lat_Decimal,Lon_Decimal,Pob_Total
20,JEREZ,32,ZACATECAS,22.649403,-102.989924,43064
21,JIMÉNEZ DEL TEUL,32,ZACATECAS,23.25411,-103.798384,1662
22,JUAN ALDAMA,32,ZACATECAS,24.290481,-103.39359,15431
23,JUCHIPILA,32,ZACATECAS,21.411504,-103.119243,6035
24,LORETO,32,ZACATECAS,22.272187,-101.986564,24260
25,LUIS MOYA,32,ZACATECAS,22.432478,-102.249249,6335
26,MAZAPIL,32,ZACATECAS,24.638097,-101.554967,794
27,MELCHOR OCAMPO,32,ZACATECAS,24.831724,-101.642226,569
28,MEZQUITAL DEL ORO,32,ZACATECAS,21.216722,-103.362901,1147
29,MIGUEL AUZA,32,ZACATECAS,24.294446,-103.451449,13551
30,MOMAX,32,ZACATECAS,21.922014,-103.313975,1626
31,MONTE ESCOBEDO,32,ZACATECAS,22.302785,-103.561643,3937
32,MORELOS,32,ZACATECAS,22.862194,-102.609535,6602
33,MOYAHUA DE ESTRADA,32,ZACATECAS,21.265594,-103.165697,2132
34,NOCHISTLÁN DE MEJÍA,32,ZACATECAS,21.363253,-102.847165,16562
35,NORIA DE ÁNGELES,32,ZACATECAS,22.442701,-101.908896,1662
36,OJOCALIENTE,32,ZACATECAS,22.571967,-102.252934,20851
37,PÁNUCO,32,ZACATECAS,22.875964,-102.540884,1034
38,PINOS,32,ZACATECAS,22.298842,-101.575167,5611
39,RÍO GRANDE,32,ZACATECAS,23.827434,-103.034332,32944
40,SAIN ALTO,32,ZACATECAS,23.57983,-103.247479,5037
41,EL SALVADOR,32,ZACATECAS,24.520577,-100.86783,1021
42,SOMBRERETE,32,ZACATECAS,23.631378,-103.641342,21702
43,SUSTICACÁN,32,ZACATECAS,22.611089,-103.099689,932
44,TABASCO,32,ZACATECAS,21.865277,-102.913057,7317
45,TEPECHITLÁN,32,ZACATECAS,21.671126,-103.327625,4600
46,TEPETONGO,32,ZACATECAS,22.461265,-103.147898,1604
47,TEÚL DE GONZÁLEZ ORTEGA,32,ZACATECAS,21.464091,-103.462039,3374
48,TLALTENANGO DE SÁNCHEZ ROMÁN,32,ZACATECAS,21.783042,-103.305813,16396
49,VALPARAÍSO,32,ZACATECAS,22.7719,-103.567233,12919
50,VETAGRANDE,32,ZACATECAS,22.832815,-102.555643,1093
51,VILLA DE COS,32,ZACATECAS,23.293893,-102.346888,5759
52,VILLA GARCÍA,32,ZACATECAS,22.164898,-101.956319,6535
53,VILLA GONZÁLEZ ORTEGA,32,ZACATECAS,22.512992,-101.913761,6181
54,VILLA HIDALGO,32,ZACATECAS,22.357088,-101.712599,4617
55,VILLANUEVA,32,ZACATECAS,22.354259,-102.883726,12269
56,ZACATECAS,32,ZACATECAS,22.776096,-102.571836,129011
57,TRANCOSO,32,ZACATECAS,22.735389,-102.366038,14021
58,SANTA MARÍA DE LA PAZ,32,ZACATECAS,21.512178,-103.407042,1684
